,Company,Source,Category,Date,Author,Title,Tags,Subtitle,Content
8116,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-05 14:46:00,['ET Now'],['Buy Aurobindo Pharma with target price of Rs 200: CK Narayan'],"['Aurobindo', 'et now', 'Aurobindo Pharma', 'Fund manager', 'CK Narayan', 'Growth Avenues Asset Advisors']",[],"['In a chat withET Now,CK    Narayan,Growth Avenues Asset Advisors, shares his views onAurobindo    Pharma.What is your call onAurobindo Pharma?Buy Aurobindo Pharma at a stop loss of Rs 187- Rs 188 and target Rs 200.']"
8783,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Earnings']",2013-02-07 19:26:00,['PTI'],['Aurobindo Pharma posts net profit of Rs 92 cr in Q3'],"['BSE', 'Aurobindo Pharma', 'US Food and Drug Administration', 'Aurobindo Pharma Ltd']",[],"['NEW DELHI:Aurobindo Pharmatoday posted consolidated net profit of Rs 91.81 crore for the third quarter ended December 31, 2012, on the back of robust sales across domestic and international markets.The Hyderabad-based firm had posted a net loss of Rs 28.54 crore for the corresponding period of previous fiscal.Consolidated net sales of the company rose to Rs 1,551.95 crore for the third quarter, as compared to Rs 1,263.73 crore for the same period of 2011-12 fiscal,Aurobindo Pharma Ltdsaid in a statement.""We continue to see traction on our performance both in sales and earnings on year on year basis on account of improved business mix in formulations from new product approvals and launches in the US market,"" Aurobindo Pharma Ltd Managing Director N Govindarajan said.He added that during the quarter, theUS Food and Drug Administration(USFDA) cleared its two units and the health regulator has started approving products from these facilities.""These will pave the way for consolidating injectable formulations business,"" Govindarajan added.The company said its board also approved an interim dividend of 100 per cent, Re 1 per equity share of Re 1 for the year 2012-13.Shares of Aurobindo Pharma today ended at Rs 186.55 on theBSE, down 3.07 per cent from their previous close.']"
8928,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-08 11:13:00,['ET Now'],['Sell Aurobindo Pharma with target price of Rs 172: Mitesh Thacker'],"['Aurobindo Pharma', 'Aurobindo Pharma Ltd.', 'et now', 'Mitesh Thacker', 'miteshthacker.com']",[],"[""In a chat withET Now,Mitesh Thacker, Technical Analyst,miteshthacker.com, shares his views onAurobindo Pharma.What is your call on Aurobindo Pharma?Aurobindo Pharma is a 'SELL' call with a target of Rs 172 and a stop loss of Rs 185.25.""]"
9516,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-11 08:47:00,['ET Now'],['Sell Aurobindo Pharma Ltd with target price of Rs 172: Mitesh Thacker'],"['Aurobindo', 'et now', 'Aurobindo Pharma Ltd', 'Mitesh Thacker']",[],"[""In a chat withET Now,Mitesh Thackerof miteshthacker.com, shares his views onAurobindo Pharma Ltd.What is your call onAurobindoPharma Ltd?Aurobindo Pharma Ltd is a 'SELL' call with a target of Rs 172 and a stop loss of Rs 186.""]"
9827,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-12 08:55:00,['ET Now'],['Sell Aurobindo Pharma Ltd with target price of Rs Rs 172: Mitesh Thacker'],"['et now', 'Aurobindo Pharma Ltd', 'Mitesh Thacker', 'miteshthacker.com']",[],"['In a chat withET Now,Mitesh Thackerofmiteshthacker.com, shares his views on Aurobindo Pharma LtdWhat is your call on Aurobindo Pharma Ltd?Sell Aurobindo Pharma Ltd at a stop loss of Rs 185.25 and target Rs 172.']"
10468,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-02-14 14:12:00,['PTI'],['Aurobindo Pharma gets USFDA nod for anti-diabetes drug'],"['diabetes', 'BSE', 'Aurobindo Pharma', 'Aurobindo', 'Metformin']",[],"['NEW DELHI:Aurobindo Pharmaon Thursday said it has received US health regulator\'s approval to market anti-diabetes drug Pioglitazone Tablets in the American market.The drug firm has received approval from US Food and Drug Administration (USFDA) to manufacture and market Pioglitazone Tablets and its earlier tentatively approved combination of Pioglitazone Hydrochloride andMetforminHydrochloride Tablets,AurobindoPharma said in a statement.The products are ready for launch, it added. The medicines are indicated as an addition to diet and exercise to improve glycemic control in adults with type-2diabetesmellitus.""The combined market size of the products is approximately USD 2.8 billion for the twelve months ending September 2012 according to IMS,"" the company said.Aurobindo now has a total of 177 ANDA approvals (152 final approvals including 2 from Aurolife Pharma LLC and 25 tentative approvals) from USFDA, according to the release.Shares of Aurobindo were trading at Rs 183.35 on theBSEin afternoon trade, up 1.24 per cent from its previous close.']"
12146,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-21 11:32:00,['ET Now'],['Aurobindo Pharma is a ?SELL? call with a target price of Rs 168'],"['et now', 'sell', 'Aurobindo Pharma', 'Ashwani Gujral']",[],"[""In a chat withET Now,Ashwani Gujralof Ashwanigujral.com, shares his views onAurobindo Pharma.ET Now:What is your call on Aurobindo Pharma?Aurobindo Pharma is a 'SELL' call with a target price of Rs 168 and a stop loss of Rs 182.""]"
13061,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-25 15:09:00,['ET Now'],['Sell Aurobindo Pharma with a target of Rs 168: Ashwani Gujral'],"['Aurobindo Pharma', 'Ashwani Gujral']",[],"['In a chat withET Now,Ashwani Gujralof ashwanigujral.com, shares his views on Aurobindo PharmaET Now: What is your view on Aurobindo Pharma?Ashwani Gujral:Aurobindo Pharma is a sell call with a target of Rs 168 and a stop loss of Rs 181.']"
13238,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-26 08:45:00,['ET Now'],['Sell Aurobindo Pharma with stop loss of Rs 177: Sandeep Wagle'],"['et now', 'Aurobindo Pharma', 'Sandeep Wagle', 'Aurobindo Pharma Ltd.']",[],"[""In a chat withET Now, Sandeep Wagle, Founder & MD, APTART Technical Advisory Services, shares his views onAurobindo Pharma.What is your call on Aurobindo Pharma?Aurobindo Pharma Ltd is a 'sell' call with a target of Rs 164 and a stop loss of Rs 177.""]"
14928,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-05 14:06:00,['ET Now'],['Buy Aurobindo Pharma with target price of Rs 172: CK Narayan'],"['et now', 'Aurobindo Pharma', 'Fund manager', 'CK Narayan', 'Growth Avenues Asset Advisors']",[],"['In a chat withET Now,CK Narayan,Growth Avenues Asset Advisors, shares his views onAurobindo Pharma.What is your call on Aurobindo Pharma?Buy Aurobindo Pharma at a stop loss of Rs 158 and target Rs 172.']"
15201,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-06 09:37:00,['ET Now'],['Buy Aurobindo Pharma Ltd with target price of Rs 173.50: Sandeep Wagle'],"['Aurobindo', 'et now', 'Sandeep Wagle', 'Aurobindo Pharma Ltd', 'APTART Technical Advisory Services']",[],"[""In a chat withET Now,Sandeep Wagle, founder & MD,APTART Technical Advisory Services, shares his views onAurobindo Pharma Ltd.What is your call onAurobindoPharma Ltd?Aurobindo Pharma Ltd is a 'BUY' call with a target of Rs 173.50 and a stop loss of Rs 162.""]"
16048,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2013-03-11 08:44:00,"['ByNarendra Nathan, ET Bureau']","['Aurobindo Pharma a high-risk, high-return bet']","['united states', 'stocks', 'Enforcement Directorate', 'Aurobindo Pharma', 'Aurobindo', 'ET Wealth']",[],"[""TheAurobindo    Pharmastock has reacted negatively to the reports that theEnforcement Directoratehad attached some of its immovable properties in the disproportionate assets case ofYSRCongress presidentYS    JaganmohanReddy. Since this attachment order has no impact on the company's operations, analysts believe investors can use the correction to buy the stock.The uncertainty about the US FDA clearance had also been acting as an overhang for the counter for the past year. However, the company has received good news on this front as the FDA has started giving a nod to its products and facilities; as of now, the company has 171 Abbreviated New Drug Approvals from the FDA.These new approvals explain the continuing improvement in its revenue from the US. The US business, which contributes around 28% to its revenue, grew by 58% on a year-onyear basis, and 21% on a quarter-over-quarter basis in the third quarter of 2012-13.Aurobindo Pharmahas witnessed improved margins over the past few quarters, helped by launches in the US and reduced sales from the low-margin antiretroviral (ARV) formulation contract business. The revenue from the ARV business fell 18% in the third quarter due to the management's decision to bid only for tenders that offer a minimum profitability threshold. Analysts expect the margin to improve during 2013-15 because of a rise in the US sales. The company has recently received the US FDA approval for its Unit IV (and expects approval for its Unit VI), and this should help it ramp up its US sales.Efforts by the company to increase sales through its own channels and reduce dependence on contract manufacturing are the other factors that are likely to result in margin expansion in the future. Though the stock is fundamentally strong and quoting at reasonable valuations, investors should not ignore the risks involved.The stock price may be impacted again if there is any development on the recent step taken by the ED. Investors should treat it as a 'high risk, high return' bet. Selection methodology:We pick the stock that has shown the maximum increase in consensus analyst rating during the past month. Consensus rating is arrived at by averaging all analyst recommendations after attributing weightages to each of them (5 for strong buy, 4 for buy, 3 for hold, 2 for sell and 1 for strong sell) and any improvement in the rating indicates that the analysts are becoming more bullish on the stock.To ensure that we pick only companies with a decent analyst coverage, this search is restricted tostocksthat have been covered by at least 10 analysts. You can see similar consensus analyst rating changes during the past week in ETW 100 table.""]"
18934,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-21 11:07:00,['ET Now'],['Sell Aurobindo Pharma with a target of Rs 138: Ashwani Gujral'],"['Aurobindo Pharma', 'Ashwani Gujral']",[],"[""In a chat with ET Now,Ashwani Gujralof ashwanigujral.com, shares his views onAurobindo Pharma.ET Now: What are your stock recommendations?Ashwani Gujral: Aurobindo Pharma is a 'Sell' call with a target of Rs 138 and a stop loss of Rs 150.""]"
19269,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-22 10:42:00,['ET Now'],['Sell Aurobindo Pharma with a target of Rs 132: Ashwani Gujral'],"['Aurobindo Pharma', 'Aurobindo', 'Ashwani Gujral']",[],"['In a chat withET Now, Ashwani Gujralof ashwanigujral.com shares his view onAurobindo PharmaET Now: What is your view onAurobindoPharma?Ashwani Gujral:Aurobindo Pharma is a sell call with a target of Rs 132 and a stop loss of Rs 145.']"
19279,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-22 11:40:00,['ET Now'],['Sell Aurobindo Pharma with a target price of Rs 138: Deepak Mohoni'],['Aurobindo Pharma'],[],"['In a chat withET Now, Deepak Mohoni,Director, trendwatchindia.com shares his views onAurobindo PharmaET Now: What is your view on Aurobindo Pharma?Deepak Mohoni:Aurobindo Pharma is a sell call with a target price of Rs 138 and stop loss of Rs 143.']"
20574,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-03-28 13:31:00,['PTI'],"[""USFDA lifts import alert on Aurobindo Pharma's Hyderabad facility""]","['united states', 'US Food and Drug Administration', 'us market', 'Andhra Pradesh', 'Aurobindo Pharma Ltd']",['USFDA has lifted the import alert for non-sterile products manufactured at Unit-VI cephalosporin facility based in Hyderabad.'],"['NEW DELHI: Aurobindo Pharma today said the US health regulator has lifted the import alert on its Hyderabad-based antibiotics facility, thereby allowing the company to export 9 products from this plant to theUS market.US Food and Drug Administration(USFDA) has lifted the import alert fornon-sterile productsmanufactured at Unit-VI cephalosporin facility based in Hyderabad, thereby, paving the way for resumption of exports of 9 products to the US market,Aurobindo Pharma Ltdsaid in a statement.""Prior to import alert, the unit was having annual US sales of USD 33 million for the said products,"" it added.In 2011, the USFDA had issued an import alert on products from the company\'s Hyderabad-based cephalosporin facility, as a result of which its exports to the US market were affected.The US health regulator had audited the cephalosporin facility, Unit VI of Aurobindo Pharma Ltd located at Chitkul Village, Hyderabad,Andhra Pradesh, in December 2010.Subsequent to the audit findings, USFDA had imposed an import alert for detention on Aurobindo Pharma Unit VI products.Cephalosporins are a class of antibiotics which are indicated for the treatment of infections caused by bacteria.Shares of Aurobindo Pharma were trading at Rs 141.90 on the BSE in the afternoon trade, up 8.61 per cent from its previous close.']"
20597,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-28 14:37:00,['ET Now'],['Buy Aurobindo Pharma Ltd with a target of Rs 148: Ashwani Gujral'],"['Aurobindo Pharma', 'et now', 'Aurobindo Pharma Ltd', 'Ashwani Gujral']",[],"[""In a chat withET Now,Ashwani Gujralof ashwanigujral.com shares his views onAurobindo Pharma Ltd.What are your recommendations onAurobindo PharmaLtd?Aurobindo Pharma Ltd is a 'BUY' call with a target of Rs 148 and a stop loss of Rs 136.""]"
20682,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2013-03-28 19:26:00,"['ByKiran Kabtta Somvanshi, ET Bureau']",['Aurobindo Pharma: Gaining from lifting of import alert by US FDA'],"['FDA', 'united states', 'resolution', 'id', 'Aurobindo Pharma', 'US FDA', 'Analyst']",[],"[""The lifting of theimport alertby theUS FDAat the manufacturingunit VIof Hyderabad-basedAurobindo Pharmaled to the drug company's stock closing 11.7% higher today. This is a significant upside move for the stock, which has depreciated over 30% since the beginning of 2013.Resolutionof theFDAissue pertaining to the unit VI cephalosporin facility was one of the key positive factors watched out for the company. It has paved the way for resumption of exports of 9 products to the US market.The import alert was imposed in February 2011 and prior to the alert, the unit was having annual US sales of $ 33 million for the said products. In the FY14, the company is expecting the unit to recover 70-80% of the revenues made by it before the import alert.Today, more number of analysts are bullish on the stock compared to what they were at the start of the year. The stock now has 21 buy, one sell and two hold recommendations with a target price of Rs 232.7. Three months ago, it had 14 buy, four hold and six sell recommendations with a target price of Rs 200.6.""]"
21611,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-04-03 13:00:00,['PTI'],['Aurobindo Pharma gets tentative nod from USFDA for Anti-AIDS drug'],"['US Food and Drug Administration', 'united states', 'BSE', 'Aurobindo Pharma', 'Gilead Sciences Inc', 'Aurolife Pharma LLC']",['Aurobindo Pharma today said it has received tentative approval from the US health regulator to manufacture and market its anti-AIDS combination drug.'],"['NEW DELHI: Drug firmAurobindo Pharmatoday said it has received tentative approval from the US health regulator to manufacture and market its anti-AIDS combination drug Efavirenz/Emtricitabine and Tenofovir Disoproxil Fumarate tablets in the American market.The company has received tentative approval from theUS Food and Drug Administration(USFDA) for the combination drug in the strength of 600mg/200mg/300mg Aurobindo Pharma said in a statement.The tablets are generic equivalent ofGilead Sciences Inc\'s Atripla tablets in the same strength combination and fall under the anti-retroviral (ARV) segment, it added.""It is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults. This ANDA was reviewed under the expedited provisions of the President\'s Emergency Plan for AIDS relief (PEPFAR),"" Aurobindo said.The company now has a total of 182 abbreviated new drug application (ANDA) approvals (156 final approvals, including two fromAurolife Pharma LLCand 26 tentative approvals) from USFDA, it added.Shares of Aurobindo Pharma were today trading at Rs 161.30 apiece on theBSE, up 2.45 per cent from their previous close.']"
21843,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2013-04-04 04:00:00,['ET Bureau'],['Buy Aurobindo Pharma with a target price of Rs 250: Edelweiss'],"['Touch', 'Edelweiss', 'Aurobindo Pharma', 'Aurobindo', 'leverage']",[],"[""MUMBAI:Edelweisshas maintained its 'Buy' rating onAurobindo Pharmawith a target price of Rs250.The brokerage house said lifting of the import alert on Unit-VI facility has eliminated the last hurdle inAurobindoPharma's growth path. As imposition of the alert in May 2011 had dented profitability and growth, resulting in correction of valuation multiples.However, post a series of inspections during FY13 (including affected plants), the company has successfully complied with FDA requirements. Thus, the increasing pace of approvals in the US will fuel growth, while operatingleveragewill result in higher profitability over FY14-15,it said in a note.""]"
21976,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-04-04 13:58:00,['ET Now'],['Buy Aurobindo Pharma with a price target of Rs 170: Ashwani Gujral'],"['Fund manager', 'Aurobindo Pharma Ltd.', 'et now', 'Ashwani Gujral']",[],"[""In a chat withET Now,Ashwani Gujral,Fund Manager, ashwanigujral.com, shares his views on Aurobindo Pharma.ET Now: What is your call on Aurobindo Pharma?Ashwani Gujral: Aurobindo Pharma is a 'BUY' call with a target of Rs 170 and a stop loss of Rs 158.""]"
22180,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'News']",2013-04-05 04:00:00,['ET Bureau'],['JM Financial  puts buy on Aurobindo Pharma'],"['market share', 'JM Financial', 'Aurobindo Pharma', 'Aurobindo', 'cephalexin']",[],"[""JM Financialhas upgradedAurobindo Pharmato 'buy' with a target price of Rs207 mainly due to attractive valuation post the recent stock correction. The US FDA has lifted the February '11 imposed ban on non-sterile products from its Unit VI in Hyderabad. It said the company expects to re-launch nine oral ceph products. Prior to the ban, it used to generate sales of c.$33 million from these products.It intends to recover 60-70% of its originalmarket shareover the next 12 months. It sees reasonable opportunities in at least some of these products which have seen better pricing. Of the six oral ceph molecules (cefadroxyl, cefdinir, cefpodoxime, cefuroxime, cefprozil,cephalexin), it expects cefdinir to be the most interesting and important opportunity forAurobindo.""]"
23842,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-04-11 10:50:00,['ET Now'],['Buy Aurobindo Pharma with a price target of Rs 171: Ashwani Gujral'],"['Aurobindo Pharma Ltd', 'Ashwani Gujral', 'et now', 'ashwanigujral.com']",[],"['In a chat withET Now,Ashwani Gujral, Fund Manager,ashwanigujral.comshares his view onAurobindo Pharma Ltd.ET Now: What is your call on Aurobindo Pharma?Ashwani Gujral:Buy Aurobindo Pharma with a stop loss of about Rs 160 and look for a price target of Rs 171.']"
24667,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-04-15 09:14:00,['ET Now'],['Buy Aurobindo Pharma with a target of Rs 189: Sandeep Wagle'],"['Aurobindo Pharma Ltd', 'et now', 'Sandeep Wagle', 'APTART Technical Advisory Services']",[],"[""In a chat withET Now,Sandeep Wagle, founder & MD,APTART Technical Advisory Services, shares his view onAurobindo Pharma Ltd.ET Now: What is your call on Aurobindo Pharma?Sandeep Wagle:Aurobindo Pharma Ltd is a 'buy' call with a target of Rs 189 and a stop loss of Rs 168.""]"
25344,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-04-17 11:47:00,['ET Now'],['Buy Aurobindo Pharma with a target price of Rs 190: Prakash Gaba'],"['Aurobindo', 'Aurobindo Pharma', 'prakash gaba']",[],"['Prakash Gaba, CFT, prakashgaba.com, shares his views onAurobindo Pharma.ET Now: What is your view onAurobindoPharma?Prakash Gaba: Aurobindo Pharma is a buy call with a target price of Rs 190 and a stop loss of Rs 180.']"
27954,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-04-26 14:27:00,['PTI'],['Aurobindo Pharma gets USFDA nod for Cefadroxil oral suspension'],"['US Food & Drug Administration', 'Warner Chilcott Company Inc', 'BSE', 'FDA Phase', 'Aurolife Pharma LLC', 'Cefadroxil oral']","[""The product is the generic equivalent of Warner Chilcott Company Inc's Duricef for oral suspension in the same strengths.""]","[""NEW DELHI: Drug firm Aurobindo Pharma today said it has received final approval from the US health regulator to manufacture and market genericCefadroxil oralsuspension used for treating bacterial infections in the US market.The company has received final approval from the US Food & Drug Administration (USFDA) to manufacture and market Cefadroxil for oral suspension USP in the strengths of 250mg/5mL and 500mg/5mL, Aurobindo Pharma said in a statement.The product is the generic equivalent ofWarner Chilcott Company Inc's Duricef for oral suspension in the same strengths, it added.Cefadroxil oral suspension has been approved out of the company's cephalosporin formulations manufacturing facility in Hyderabad, Aurobindo Pharma said.The company now has a total of 187 abbreviated new drug application (ANDA) approvals (160 final approvals including 4 fromAurolife Pharma LLCand 27 tentative approvals) from USFDA, it added.Shares of Aurobindo Pharma were trading at Rs 189.40 per scrip onBSE, down 1.04 per cent from its previous close.""]"
28898,AUROBINDO PHARMA,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-04-30 14:28:00,['PTI'],['Aurobindo Pharma receives USFDA nod for Quinapril tablets'],"['Aurobindo Pharma Ltd', 'Quinapril tablets', 'BSE', 'US Food and Drug Administration']",['Aurobindo Pharma said it has received final approval from the US health regulator to manufacture and market Quinapril tablets in the American market.'],"['HYDERABAD: Drug makerAurobindo Pharma Ltdtoday said the company has received final approval from the US health regulator to manufacture and marketQuinapril tabletsin the American market.The company has received the approval from theUS Food and Drug Administration(USFDA) to manufacture the drug, which is indicated for the treatment of hypertension and falls under the cardiovascular (CVS) therapeutic category, in strengths of 5mg, 10mg, 20mg and 40mg (ANDA 202725), it said in a release.The market size of the product is estimated to be USD 49 million for the 12 months ended September 2012, according to IMS, it said.The product has been approved out of Unit VII (SEZ) formulations facility in Hyderabad, it said.Aurobindo now has a total of 188 ANDA approvals (161 final approvals including 4 from Aurolife Pharma LLC and 27 tentative approvals) from USFDA, the release added.Shares of Aurobindo were quoting at Rs 187.70 apiece, down 2.24 per cent, in the late afternoon trade on theBSE.']"
29616,AUROBINDO PHARMA,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-05-03 13:56:00,['ET Now'],['Buy Aurobindo Pharma Ltd with a target of Rs 212: Ashwani Gujral'],"['et now', 'Aurobindo Pharma Ltd', 'Ashwani Gujral']",[],"[""In a chat withET Now,Ashwani Gujralof ashwanigujral.com shares his view onAurobindo Pharma Ltd.ET Now:What is your view on Aurobindo Pharma Ltd?Ashwani Gujral:Aurobindo Pharma Ltd is a 'BUY' call with a target of Rs 212 and a stop loss of Rs 194.""]"
