CompanyName,Source,Category,Date,Author,Title,Tags,Subtitle,Content
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-06-02T09:48:00,['ET Now'],['Sell Bank of Baroda with stop loss of Rs 846: Vijay Bhambwani'],"['Shares', 'Bank of Baroda', 'Insurability']",[],"['In a chat with ET Now,Vijay Bhambwani, Author and CEO at bsplindia.com,shareshis views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Vijay Bhambwani:Sell Bank of Baroda with stoploss of Rs 846 for target of Rs 824.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-06-06T09:29:00,['ET Now'],['Sell Bank of Baroda at a stop loss of Rs 896: Vijay Bhambwani'],"['Target', 'Bank of Baroda', 'stop loss', ""'SELL' call""]",[],"[""In a chat with ET Now, Vijay Bhambwani, Author and CEO at bsplindia.com, shares his views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Vijay Bhambwani:Bank of Baroda is a'SELL' callwith with atargetof Rs 878 and astop lossof Rs 896.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-06-12T10:18:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 883: Mitesh Thacker'],"['Shares', 'Insurability', 'et now', 'Bank of Baroda', 'Mitesh Thacker', 'miteshthacker.com']",[],"[""In a chat withET Now,Mitesh Thacker, Technical Analyst, miteshthacker.comshareshis views onBank of Baroda.ET Now: What is your view on Bank of Baroda?Mitesh Thacker: Bank of Baroda is a 'BUY' call with a target of Rs 883 and a stop loss of Rs 850.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-06-16T09:12:00,['ET Now'],['Sell Bank of Baroda with a target of Rs 800: Ashwani Gujral'],"['Bank of Baroda', 'Ashwani Gujral', 'ashwanigujral.com']",[],"[""In a chat with ET Now,Ashwani Gujralofashwanigujral.comshares his view onBank of Baroda.ET Now: What is your call on Bank of Baroda?Ashwani Gujral:Bank of Baroda is a 'SELL' call with a target of Rs 800 and a stop loss of Rs 860.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-06-19T09:15:00,['ET Now'],['Sell Bank of Baroda with a stop loss of Rs 878: Prakash Gaba'],[],[],"[""In a chat with ET Now,Prakash Gaba, CFT, prakashgaba.com, shares his view on Bank of Baroda.ET Now: What is your call on Bank of Baroda?Prakash Gaba:Bank of Baroda is a 'SELL' call with a target of Rs 830 and a stop loss of Rs 878. .""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'News']",2014-06-27T13:20:00,['PTI'],['MCX shares drop after Bank of Baroda exits bourse'],"['Shares', 'nominee', 'Bank of Baroda', 'Corporation Bank', 'Bank of India', 'Insurability']",[],"[""MUMBAI:Sharesof Multi-Commodity Exchange of India (MCX) today fell after announcement that one of its investors, state-runBank of Baroda, has sold its entire stake in the troubled bourse.MCX shares were down nearly 1 per cent at Rs 608 in early afternoon trade at the BSE, after hitting a low of Rs 606.6 earlier in the morning.After a board meeting, MCX said late last night that Bank of Baroda has withdrawn itsnomineefrom the board following the divestment of its entire stake in the bourse.However, the exchange did not disclose how much stake the public sector bank held in it.StateBank of India,Corporation Bankand Bank of Baroda - all PSU lenders - had together bought 9.69 per cent in MCX in 2004 at a total investment of Rs 3.94 crore.Corporation Bank has also been offloading its stake. MCX is India's leading commodity exchange. Its trading volumes have fallen drastically since a payment crisis came to the fore in July last year at National Spot Exchange Ltd (NSEL), an entity set up by the erstwhile promoters of MCX.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-07-21T10:54:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 875: Sandeep Wagle'],"['Shares', 'Bank of Baroda', 'Insurability']",[],"[""In a chat with ET Now, Sandeep Wagle, Founder & CEO, Power My Wealth, www.powermywealth.com,shareshis views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Sandeep Wagle:Bank of Baroda is a 'BUY' call with a target of Rs 875 and a stop loss of Rs 845.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-07-21T10:54:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 875: Sandeep Wagle'],"['Shares', 'Bank of Baroda', 'Insurability']",[],"[""In a chat with ET Now, Sandeep Wagle, Founder & CEO, Power My Wealth, www.powermywealth.com,shareshis views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Sandeep Wagle:Bank of Baroda is a 'BUY' call with a target of Rs 875 and a stop loss of Rs 845.""]"
Bank of Barod,econominc-times,"['News', 'Economy', 'Policy']",2014-07-22T20:24:00,['PTI'],['Reserve Bank of India lifts curb on FIIs to buy shares in Bank of Baroda'],"['RBI', 'BSE', 'reserve bank of india', 'NRI', 'FII', 'Bank of Baroda', 'PIS']",[],"['MUMBAI: The Reserve Bank has lifted ban imposed on foreign investors to buysharesinBank of Barodaas the foreign shareholding under portfolio investment scheme (PIS) in the bank has gone below prescribed limit.RBIsaid aggregate share holdings by Foreign Institutional Investors/Registered Foreign Portfolios Investors/Non-Resident Indian/Persons of Indian origin (PIOs) under PIS in Bank of Baroda have gone below the prescribed threshold caution limit.FIIsheld 16.95 per cent shares in Bank of Baroda as of quarter ended June 2014, according toBSEdata.""Hence, the restrictions placed on the purchase of shares of the above company are withdrawn with immediate effect. Equity shares of Bank of Baroda can now be purchased through primary market and stock exchanges,"" RBI said in a release.RBI monitors the ceilings on FII/NRI/PIO investments in Indian companies on a daily basis.To effectively monitor the limit, RBI has fixed cut-off points two percentage points lower than the actual ceilingShares on the Bank of Baroda closed 0.53 per cent lower at Rs 831.85 per scrip on the BSE today.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'News']",2014-07-23T09:48:00,['ET Online'],['Bank of Baroda rallies nearly 4% as RBI lifts curb on FIIs to buy shares; top Nifty gainer'],"['Shares', 'FIIS', 'Bank of Baroda', 'net worth', 'Insurability']",[],"['NEW DELHI:Bank of Barodarallied as much as 3.8 per cent in trade on Wednesday and was the top percentage gainer on the Nifty, after the Reserve Bank has lifted ban imposed on foreign investors to buysharesin Bank of Baroda.RBI allowsFIIsto buy shares as the foreign shareholding under portfolio investment scheme (PIS) in the bank has gone below prescribed limit, PTI reported.At 09:35 a.m.; Bank of Baroda was trading 3.6 per cent higher at Rs 861.85. It hit a low of Rs 839.40 and a high of Rs 863.40 in trade today.RBI said aggregate share holdings by Foreign Institutional Investors/Registered Foreign Portfolios Investors/Non-Resident Indian/Persons of Indian origin (PIOs) under PIS in Bank of Baroda have gone below the prescribed threshold caution limit.FIIs held 16.95 per cent shares in Bank of Baroda as of quarter ended June 2014, according to BSE data.RBI monitors the ceilings on FII/NRI/PIO investments in Indian companies on a daily basis.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-07-23T10:55:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 895: Mitesh Thacker'],"['Shares', 'Bank of Baroda', 'Insurability']",[],"[""In a chat with ET Now, Mitesh Thacker, Technical Analyst, miteshthacker.com,shareshis views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Mitesh Thacker:Bank of Baroda is a 'BUY' call with a target of Rs 895 and a stop loss of Rs 839.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'News']",2014-07-23T18:38:00,[''],['Bank of Baroda shares up by 3per cent as Reserve Bank of India lifts curb on FIIs'],"['Bank of Baroda', 'Shares', 'reserve bank of india', 'FIIS', 'BSE', 'Insurability']",[],"['MUMBAI:SharesofBank of Barodarose by nearly 3 per cent after the Reserve Bank lifted a ban imposed on foreign investors to buy shares in the company.Shares of the bank went up by 2.66 per cent to close at Rs 853.95 on theBSE. In intra-day session, it jumped 3.8 per cent to Rs 863.50.At the NSE, Bank of Baroda\'s stock was up 2.95 per cent to Rs 856.55.The Reserve Bank has lifted ban imposed on foreign investors to buy shares in Bank of Baroda as the foreign shareholding under portfolio investment scheme (PIS) in the bank has gone below prescribed limit.RBI had said yesterday that aggregate share holdings by Foreign Institutional Investors/Registered Foreign Portfolios Investors/Non-Resident Indian/Persons of Indian origin (PIOs) under PIS in Bank of Baroda have gone below the prescribed threshold caution limit.FIIsheld 16.95 per cent shares in Bank of Baroda as of quarter ended June 2014, according to BSE data.""Hence, the restrictions placed on the purchase of shares of the above company are withdrawn with immediate effect. Equity shares of Bank of Baroda can now be purchased through primary market and stock exchanges,"" RBI had said in a release yesterday.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'News']",2014-07-23T09:48:00,['ET Online'],['Bank of Baroda rallies nearly 4% as RBI lifts curb on FIIs to buy shares; top Nifty gainer'],"['Shares', 'FIIS', 'Bank of Baroda', 'net worth', 'Insurability']",[],"['NEW DELHI:Bank of Barodarallied as much as 3.8 per cent in trade on Wednesday and was the top percentage gainer on the Nifty, after the Reserve Bank has lifted ban imposed on foreign investors to buysharesin Bank of Baroda.RBI allowsFIIsto buy shares as the foreign shareholding under portfolio investment scheme (PIS) in the bank has gone below prescribed limit, PTI reported.At 09:35 a.m.; Bank of Baroda was trading 3.6 per cent higher at Rs 861.85. It hit a low of Rs 839.40 and a high of Rs 863.40 in trade today.RBI said aggregate share holdings by Foreign Institutional Investors/Registered Foreign Portfolios Investors/Non-Resident Indian/Persons of Indian origin (PIOs) under PIS in Bank of Baroda have gone below the prescribed threshold caution limit.FIIs held 16.95 per cent shares in Bank of Baroda as of quarter ended June 2014, according to BSE data.RBI monitors the ceilings on FII/NRI/PIO investments in Indian companies on a daily basis.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-07-23T10:55:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 895: Mitesh Thacker'],"['Shares', 'Bank of Baroda', 'Insurability']",[],"[""In a chat with ET Now, Mitesh Thacker, Technical Analyst, miteshthacker.com,shareshis views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Mitesh Thacker:Bank of Baroda is a 'BUY' call with a target of Rs 895 and a stop loss of Rs 839.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'News']",2014-07-23T18:38:00,[''],['Bank of Baroda shares up by 3per cent as Reserve Bank of India lifts curb on FIIs'],"['Bank of Baroda', 'Shares', 'reserve bank of india', 'FIIS', 'BSE', 'Insurability']",[],"['MUMBAI:SharesofBank of Barodarose by nearly 3 per cent after the Reserve Bank lifted a ban imposed on foreign investors to buy shares in the company.Shares of the bank went up by 2.66 per cent to close at Rs 853.95 on theBSE. In intra-day session, it jumped 3.8 per cent to Rs 863.50.At the NSE, Bank of Baroda\'s stock was up 2.95 per cent to Rs 856.55.The Reserve Bank has lifted ban imposed on foreign investors to buy shares in Bank of Baroda as the foreign shareholding under portfolio investment scheme (PIS) in the bank has gone below prescribed limit.RBI had said yesterday that aggregate share holdings by Foreign Institutional Investors/Registered Foreign Portfolios Investors/Non-Resident Indian/Persons of Indian origin (PIOs) under PIS in Bank of Baroda have gone below the prescribed threshold caution limit.FIIsheld 16.95 per cent shares in Bank of Baroda as of quarter ended June 2014, according to BSE data.""Hence, the restrictions placed on the purchase of shares of the above company are withdrawn with immediate effect. Equity shares of Bank of Baroda can now be purchased through primary market and stock exchanges,"" RBI had said in a release yesterday.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-07-25T08:35:00,['ET Now'],['Buy Bank of Baroda at a target of Rs 905: Sandeep Wagle'],"['Bank of Baroda', 'Sandeep Wagle', 'Power My Wealth']",[],"[""In a chat with ET Now,Sandeep Wagle, Founder & CEO atPower My Wealthshares his views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Sandeep Wagle:Bank of Baroda is a 'BUY' call with a target of Rs 905 and a stop loss of Rs 870.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-07-25T08:49:00,['ET Now'],['Buy Bank of Baroda at a target of Rs 915: Prakash Gaba'],"['Bank of Baroda', 'prakash gaba', 'prakashgaba.com']",[],"[""In a chat with ET Now,Prakash Gaba, CFT atprakashgaba.comshares his views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Prakash Gaba:Bank of Baroda is a 'BUY' call with a target of Rs 915 and a stop loss of Rs 870.""]"
Bank of Barod,econominc-times,"['Industry', 'Banking/Finance', 'Banking']",2014-07-28T18:14:00,['PTI'],"['Bank of Baroda interested in acquisitions, says Chairman S S Mundra']","['Finance minister', 'Bank of Baroda', 'S S Mundra', 'State Bank Of India', 'product', 'Insurability']","['Geography of the target bank, the product it offers and the cultural fit will be the prime factors it will consider while deciding on such a move, Mundra said.']","['MUMBAI: State-ownedBank of Barodatoday said it will be an ""acquirer"" as and when the government moves on with bank consolidation.Geography of the target bank, theproductit offers and the cultural fit will be the prime factors it will consider while deciding on such a move, BoB Chairman and Managing DirectorS S Mundrasaid.""Consolidation has been in discussions for quite some time now. And its quite clear to us that if such a move comes, Bank of Baroda would obviously be an acquirer and not one which would be acquired,"" he said.He, however, added that though talks are on ""there is nothing specific or concrete on the table now.""""We would be keenly watching the market and then take a call,"" he said, when asked about the budget announcement on this aspect by theFinance Minister.""There have been some suggestions for consolidation of public sector banks. The government, in principle, agrees to consider these suggestions,"" the Minister had said.According to reports, theState Bank of Indiais expected to kickstart the process by merging one of its associate banks, during this fiscal.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Earnings']",2014-07-29T05:29:00,['ET Bureau'],['Bank of Baroda net rises 16% on lower provisioning'],"['BSE', 'profit', 'sale', 'Bank of Baroda', 'Shares', 'endorsements', 'NPA']",[],"['MUMBAI:Bank of Baroda(BoB) has posted better-than-expected quarterly earnings on the back of stable fees and higher income on loans to corporates. The bank\'s netprofitgrew 16% in the first quarter of FY15 to Rs 1,361.8 crore against Rs 1,667 crore in the corresponding period.It plans to improve its margin in the coming year and restructure Rs 1,000 crore loans in the second quarter this year. Announcing the results, S S Mundra, CMD of Bank of Baroda, attributed the growth in interest income to efficient management of liabilities, helping the bank reduce dependence on bulk deposits.Giving his outlook on interest rates, Mundra said he does not expect the central bank to lower rates immediately. ""Monsoon and global oil prices are the two biggest uncertainties, and if these factors are dealt with, then interest rate cycle would see some softening by the end of this calendar year,"" he said.The state-owned bank saw 15% growth in net interest income - difference between the interest income and interest expense - of Rs 3,328 crore. Other income, which comprises treasury and fee income, was down 16.7% to Rs 1,024 core, mainly due to a spike in the Gsec yield while the core fee income was up 10% to Rs 347 crore which helped the bank shore up its profits.The net interest margin (NIM)  the gap between interest income and interest expense  stood at 2.35% against 2.41% in the corresponding period. Grossnon-performing assets loans on which borrowers have not paid their dues  stood at 3.11% of total advances from 2.99% a year ago.Provisions for bad loans stood at Rs 771 crore, up 14%. The bank saw a write-back of Rs 319 crore in the investment portfolio which was adjusted against provisions for bad loans.It saw a slippage of Rs 1,880 croe and restructured Rs 986 crore loans in the first quarter. The Bank of Baroda scrip ended the day at Rs 866.10 onBSE, up 0.53%.']"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-07-31T09:20:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 920: Mitesh Thacker'],"['Shares', 'Insurability', 'Target', 'Bank of Baroda', 'stop loss', ""'BUY' call""]",[],"[""In a chat with ET Now, Mitesh Thacker of miteshthacker.comshareshis views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Mitesh Thacker:Bank of Baroda is a'Buy' callwith atargetof Rs 920 and astop lossof Rs 869.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-08-01T15:00:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 940: Mitesh Thacker'],['Bank of Baroda'],[],"[""In a chat with ET Now, Mitesh Thacker, Technical Analyst, miteshthacker.com, shares his views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Mitesh Thacker:Bank of Baroda is a 'BUY' call with a target of Rs 940 and a stop loss of Rs 877.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-08-04T09:39:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 940: Mitesh Thacker'],"['Bank of Baroda', 'Mitesh Thacker Bank of Baroda']",[],"[""In a chat with ET Now,Mitesh Thacker, Technical Analyst, miteshthacker.com, shares his views onBank of Baroda.ET Now: What is your call on Bank of Baroda?Mitesh Thacker:Bank of Baroda is a 'BUY' call with a target of Rs 940 and a stop loss of Rs 874.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'News']",2014-08-11T20:00:00,"['ByNarendra Nathan, ET Bureau']","['Bank of Baroda: Despite slippages, asset quality remains at comfortable levels']","['loans', 'PSU', 'Bank of Baroda', 'net interest income', 'ET Wealth']",[],"[""Bank of Barodabeat street expectations with a 17% growth in net profit in the first quarter of the financial year 2014-15, compared to the corresponding period last year. The bank's 15% y-o-y increase innet interest income(NII) helped BoB's growth, beating most of itsPSUpeers. The net interest margin (NIM) from its domestic and international businesses improved by 10 basis points each on a quarter-overquarter basis.Despite the tough economic conditions, Bank of Baroda managed to show a loan book growth of 19% y-o-y, primarily because of the pick-up in SME lending. It boasts 22% credit growth for the past five years. Though the growth rate may not remain at this level in the coming quarters, it is expected to outpace the industry growth rate. With around 30% of its branches in Gujarat and Maharashtra, the states that have high industrial activity, the bank is an ideal candidate for playing the expected industrial revival.Bank of Baroda's asset quality remained at comfortable levels and its netnon-performing assets(NPA) declined by Rs 14 crore q-o-q. Though there was a rise in fresh slippages last quarter, it was offset by increased recoveries. With just 2.5% of laggedloans, Bank of Baroda still remains one of the best banks among PSU peers. Its management continues to retain conservative policies. For example, the ` 320 crore markto-market gain the bank booked during the quarter was utilised for making ad hoc bad debt provisions. A well diversified loan bookoverseas (32%), SME (22%), retail (17%), agriculture (12%), corporate and others (34%)is the primary factor helping the bank maintain its asset quality. Though increased slippages may continue for a few more quarters, the situation is expected to improve later because of the overall improvement at the macroeconomic level.Though Bank of Baroda is trading at a premium compared to some its PSU peers, analysts feel it is justified. This is so because its return ratios (return on assets at 0.8% and return on equity at 15%) are better compared with its peers. Investors were concerned about the low tax outflow of 18% in the fourth quarter of 2013-14. However, it has normalised at 30% in the first quarter of 2014-15. Despite this, the bank reported a net profit growth of 17% y-o-y.Selection methodology: We choose the stock that has shown the maximum increase in consensus analyst rating during the last one month. Consensus rating is arrived at by averaging all analyst recommendations after attributing weights to each of them (5 for strong buy, 4 for buy, 3 for hold, 2 for sell and 1 for strong sell). Any improvement in consensus analyst rating indicates that analysts are getting more bullish on the stock. To make sure that we pick only companies with decent analyst coverage, this search will be restricted to stocks with at least 10 analysts covering it. You can see similar consensus analyst rating changes during the last one week in ETW 50 table.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-08-13T09:06:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 960: Ashwani Gujral'],"['Target', 'Bank of Baroda', 'stop loss', ""'BUY' call""]",[],"[""In a chat with ET Now, Ashwani Gujral, Fund Manager, ashwanigujral.com, shares his view onBank of Baroda.ET Now: What is your call on Bank of Baroda?Ashwani Gujral:Bank of Baroda is a'Buy' callwith atargetof Rs 960 and astop lossof Rs 900.""]"
Bank of Barod,econominc-times,"['Markets', 'Stocks', 'Recos']",2014-08-22T11:44:00,['ET Now'],['Buy Bank of Baroda with a target of Rs 960: Sandeep Wagle'],"['Bank of Baroda', 'Sndeep Wagle']",[],"[""In a chat with ET Now, Sandeep Wagle, Founder & CEO, Power My Wealth, shares his view onBank of Baroda.ET Now: What is your call on Bank of Baroda?Sandeep Wagle:Bank of Baroda is a 'BUY' call with a target of Rs 960 and a stop loss of Rs 900.""]"
