Company,Source,Category,Date,Author,Title,Tags,Subtitle,Content
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'News']",21-01-2013 14:41,['ET Online'],"['Diesel price hike likely to benefit BPCL, IOC, HPCL: Moody?s']","['ONGC', 'BPCL', 'GAIL', 'CLSA', 'Deutsche Bank', 'Indian Oil Corporation Ltd.', 'Bharat Petroleum Corporation Ltd.']",[],"['NEW DELHI: Global rating agency Moody\'s in a note on Monday said the government move to authorise the state-run oil marketing companies to hike the fuel price periodically is credit positive forBPCL, HPCL and IOC.""The authorisation is credit positive for all three companies because higher diesel prices will reduce the amount of fuel subsidy they need to temporarily absorb until they receive a full or partial payment from the government,"" said the rating agency note.This partial deregulation aims to reduce government subsidies paid to the firms and lower the companies\' losses on fuel sales. ""Although it is unclear how much leeway the companies will get in determining the amount and timing of the diesel price revisions, the authorization marks the first time that they are able to raise prices,"" Moody\'s said.Following the news, shares of all the three oil & gas companies surged over 10 per cent last week. For the year 2013, BPCL surged over 20 per cent, HPCL managed to clock a return on 28 per cent while IOC rose over 27 per cent compared to a 3 per cent rise in the benchmark index in the same period.The rating agency is of the view that this partial freeing up of diesel prices is a positive step for BPCL and IOC towards recovering the Rs 9.60 per litre loss they incur on the sale of diesel.Moody\'s expects BPCL\'s and IOC\'s credit metrics to improve as diesel prices rise. The subsidy on diesel alone is worth Rs 94,000 crore per year. All three government-owned oil marketing companies share the risk associated with a largely ad-hoc mechanism for subsidy reimbursement.According to the Ministry of Petroleum and Natural Gas, the under-recoveries to the three oil marketing companies have been rising over the past three years. For the nine months ending 31 December, diesel composed 59 per cent of the companies\' total under-recoveries of Rs 1.25 billion.Last week different brokerage firms came out with their recommendations post the partial-deregulations. We take a look at a few of them:Nomura:The brokerage firm said the rally in state-run oil companies, spurred by the government\'s announcement to allow higher diesel prices, was excessive and the action would not lead to any improvement in the bottom line of these companies.Nomura maintains its \'reduce\' rating onOil and Natural GasCorp andOil India Ltd.Deutsche BankThe global bank expects the decision of the government to ease the process of diesel price revision as it does not have to be referred to the Cabinet for approval. Deutsche Bank also believes that if the diesel price is raised regularly, even if the increase is as small as less than Rs 0.5/litre per month, it will be a positive step to reduce fuel subsidies benefitingONGC, OIL andGAIL.CLSA:The experience with petrol and a busy 2013 political calendar make it doubt any significant follow up in price hike. The oil & gas stocks are euphoric and already building in 3-16 months of price hikes,CLSAsaid in a report.At current rupee and crude assumptions, CLSA expects the under-recoveries to decline to Rs 852 billion. Keeping upstream sharing at 40 per cent, it expects 62/73 per cent upgrade in EPS of ONGC (Rs 20) and OIL (Rs 45).The brokerage firm finds IOC (GRM of $5.2/bbl) and HPCL (GRM of $4.8/bbl) near peer multiples and sees upsides capped even in this blue sky case. CLSA continues to prefer BPCL in the R&M; space due to its upstream footprint.JPMorganGlobal brokerage firm, JPMorgan is cautious on the refining and marketing space (R&M;) as implementation of hike in diesel prices remains vague - leading to potential for delays.JPMorgan remains cautious on the R&M; space and prefers BPCL for its upstream leverage. However, they think that initial periodic hikes are likely to be a sentiment positive for most OMSc. JPMorgan recommends booking profits in HPCL and IOCL.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",04-02-2013 08:37,['ET Now'],['Buy Bharat Petroleum Corporation Ltd with target price of Rs 440: Mitesh Thacker'],"['BPCL', 'Bharat Petroleum Corporation Ltd', 'et now', 'Mitesh Thacker', 'miteshthacker.com']",[],"[""In a chat withET Now,Mitesh Thackerofmiteshthacker.com, shares his views onBharat Petroleum Corporation Ltd.What is your call on Bharat Petroleum Corporation Ltd?BPCLis a 'BUY' call with a target of Rs 440 and a stop loss of Rs 414.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",04-02-2013 09:21,['ET Now'],['Buy Bharat Petroleum Corporation Ltd with target price of Rs 434: Sandeep Wagle'],"['BPCL', 'Bharat Petroleum Corporation Ltd', 'et now', 'Bharat Petroleum Corporation Ltd.', 'Sandeep Wagle', 'APTART Technical Advisory Services']",[],"[""In a chat withET Now,Sandeep Wagle, founder & MD,APTART Technical Advisory Services, shares his views onBharat Petroleum Corporation Ltd.What is your call onBharat Petroleum Corporation Ltd?BPCLLtd is a 'BUY' call with a target of Rs 434 and a stop loss of Rs 417.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",08-02-2013 15:03,['ET Now'],['Sell BPCL with target price of Rs 387: Ashwani Gujral'],"['BPCL', 'Bharat Petroleum Corporation Ltd.', 'Fund manager', 'Ashwani Gujral', 'et now', 'sell']",[],"[""In a chat withET Now,Ashwani Gujral,Fund Manager, Ashwanigujral.com, shares his views onBPCL.What is your call on BPCL?BPCL is a 'SELL' call with a target of Rs 387 and a stop loss of Rs 410.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",14-02-2013 07:27,"['ByRamkrishna Kashelkar, ET Bureau']","['Government aid helps IndianOil, BPCL and HPCL post profits for Q3']","['BPCL', 'IOC', 'HPCL', 'parliament', 'oil marketing companies', 'IndianOil', 'supplementary budget expenditure']",[],"[""Three state-ownedoil marketing companies(OMCs) have been able to post profits for the December '12 quarter thanks to the government agreeing to make good most of their losses. But the companies remain in losses in the 9 months to the December quarter as the government's portion of compensation is yet to be received. Nevertheless, they seem to have been fully compensated for the Oct-Dec '12 quarter.The three OMCs -IndianOil,BPCLandHPCL- received adequate compensation from the government and upstream companies to cover their losses, unlike the inadequate compensation of the earlier two quarters.Industry leader IndianOil, which had lost a net Rs 13,635 crore in the April-September 2012 period, reported a drop in net under-recovery at Rs 13,227 crore for the 9-month period (April-December 2012). Similarly, the second biggest player BPCL reported a drop in net under-recovery to Rs 5,917 crore for April-December 2012 from Rs 6,133 crore of the initial six months.In spite of this improvement in the 3-month period ending December '12, the companies remain in the red for the financial year so far, as losses from earlier period are yet to be compensated.Over the past few years, the government has adopted the approach of compensating the OMCs in the March ending quarter of the fiscal to ensure they don't post losses on an annual basis. As a result, the March '13 quarter will be an important one for the industry.IndianOil was the only company to post a jump in profits for the December '12 quarter with BPCL and HPCL witnessing sharp reduction on a y-o-y basis. However, this was mainly due toIOCwriting off Rs 6,168 crore towards entry-tax arrears under litigation in Uttar Pradesh.On the other hand, what the companies have received for the October-December 2012 quarter is just an assurance letter from the government towards the compensation and not the actual cash.The cash would be paid only afterParliamentapprovessupplementary budget expenditure. This means the ground reality for these companies doesn't change much as the problems related to working capital crunch, high debt and interest burden would continue.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",15-02-2013 13:02,['ET Now'],['Sell BPCL with a target of Rs 370: Prakash Gaba'],"['et now', 'BPCL', 'prakash gaba']",[],"[""In a chat withET Now,Prakash Gaba, CFT, prakashgaba.com, shares his views onBPCL.ET Now: What is your view on BPCL?BPCL is a 'SELL' call with a target of Rs 370 and a stop loss of Rs 387.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",20-02-2013 14:18,['ET Now'],['Buy BPCL with a target price of Rs 402: Ashwani Gujral'],"['BPCL', 'Fund manager', 'Ashwani Gujral']",[],"['In a chat withET Now,Ashwani Gujral,Fund Manager, Ashwanigujral.com, shares his views on BPCLET Now: What is your view on BPCL?Ashwani Gujral:BPCL is a buy call with a target price of Rs 402 and stop loss of Rs 386.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",08-03-2013 11:05,['ET Now'],['Buy BPCL with target price of Rs 418: Ashwani Gujral'],"['BPCL', 'Ashwani Gujral']",[],"[""In a chat with ET Now,Ashwani Gujralof Ashwanigujral.com, shares his views onBPCL.ET Now: What are your stock recommendations?Ashwani Gujral: BPCL is a 'BUY' call with a target of Rs 418 and a stop loss of Rs 395.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",08-03-2013 12:21,['ET Now'],['Buy BPCL with target price of Rs 420: Prakash Gaba'],['BPCL'],[],"[""In a chat with ET Now, Prakash Gaba of prakashgaba.com, shares his views onBPCL.ET Now: What are your stock recommendations?Prakash Gaba: BPCL is a 'BUY' call with a target of Rs 420 and a stop loss of Rs 393.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",08-03-2013 15:02,['ET Now'],['Buy BPCL with target price of Rs 414: Mitesh Thacker'],['BPCL'],[],"[""In a chat with ET Now, Mitesh Thacker of miteshthacker.com, shares his views onBPCL.ET Now: What are your stock recommendations?Mitesh Thacker: BPCL is a 'BUY' call with a target of Rs 414 and a stop loss of Rs 402.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",11-03-2013 09:10,['ET Now'],['Buy BPCL with a target of Rs 420: Ashwani Gujral'],"['BPCL', 'Ashwani Gujral']",[],"['In a chat withET Now, Ashwani Gujralof ashwanigujral.com, shares his views onBPCLET Now: What is your view on BPCLAshwani Gujral:BPCL is a buy call with a target of Rs 420 and a stop loss of Rs 398.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'News']",25-03-2013 09:56,['ET Online'],"['HPCL, BPCL, IOC rally post diesel price hike']","['BPCL', 'IOC', 'HPCL', 'OMCs', 'Diesel Price Hike']",[],"['MUMBAI: Shares of oil marketing companies were in limelight in early trade after diesel prices were hiked by 45 paise on Friday.At 09:30 a.m.;BPCLrallied 2.57 per cent,HPCLgained 2.38 per cent,IOCmoved 1.74 per cent, ONGC was up 3.04 per cent and GAIL advanced 1.31 per cent.This is the third time thatOMCshave hiked diesel prices after the government allowed them to increase diesel prices marginally every month to reduce under-recoveries.""This is the third hike since January 17, when the cabinet had decided to empower the OMCs to increase the price of diesel by small proportion every month,"" Angel Broking said in a note.Earlier last week, OMCs had reduced the price of petrol by Rs 2 and had kept diesel prices unchanged.""This move is positive for upstream companies under our coverage (ONGC and Gail) as it will help them reduce the subsidy burden. However, we maintain our under recovery estimates and would revise them post 4QFY2013 results,"" said the note.""Important to highlight is the fact that the price increases are finally happening and if it continues to go on like this in spite of the political wicket being slightly weak for the government, it gives us confidence that somewhere things could probably start working out in favour of reforms rather than vacillating back to populism,"" said Prakash Diwan, Chief Portfolio Strategist, Prakash Diwan\'s Wealth Circle in an interview with ET Now.According to IOC, even after the hike, oil firms are losing Rs 8.19 per litre. They are losing Rs. 33.43 per litre on sale of kerosene through the PDS system and Rs. 439 on LPG cylinder.The under recoveries for the OMCs for FY13 are likely to be Rs 1,63,000 crore on diesel, LPG and kerosene sale. Revenue loss for IOC alone is estimated at Rs. 86,400 crore.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",25-03-2013 13:52,['ET Now'],['Buy BPCL with a target of Rs 394: Ashwani Gujral'],"['BPCL', 'Ashwani Gujral']",[],"['In a chat with ET Now,Ashwani Gujralof ashwanigujral.com shares his views onBPCLET Now: What is your view on BPCL?Ashwani Gujral:BPCL is a buy call with a target of Rs 394 and a stop loss of Rs 372.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",25-03-2013 16:29,['ET Now'],"['If I have to buy something within OMCs, it will be BPCL: Sonam Udasi']","['BP', 'BPCL', 'IOC', 'IDBI', 'Sonam Udasi']",[],"['ET Now: How do you read the news, 45 paise increase on expected lines but contrasting reactions,BP, HP,IOC?Sonam Udasi:See frankly again it is coming back to normal that BP investors continue to prefer simply because of the Mozambique assets that they have, the exploration numbers that may come in over the next two years and that is getting embedded in that value so all said and done while it is positive that every, they have continued with the hikes and if this continues you may further find some support for some of these oil marketing names.On the other side, we all realised that as the nearer we get to the elections, the more difficult it will be to carry out these rises every month so till that time it is continuing there will be positive sentiment, as this news wears out again there will be some concern and selling pressure so fundamentally if I have to buy something within OMCs, it will beBPCLand not anything else.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",28-03-2013 08:51,['ET Now'],['Buy BPCL with a target of Rs 390: Ashwani Gujral'],"['BPCL', 'et now', 'Ashwani Gujral', 'BPCL Ltd']",[],"[""In a chat withET Now,Ashwani Gujralof ashwanigujral.com shares his views onBPCL.What are your recommendations on BPCL?BPCL is a 'BUY' call with a target of Rs 390 and a stop loss of Rs 364.""]"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Industry', 'Energy', 'Oil & Gas']",29-03-2013 18:33,['PTI'],['BPCL seeks bids from suppliers for LNG import'],"['BPCL', 'Bharat Petroleum', 'spot market', 'liquefied natural gas', 'MSPA']",[],"['NEW DELHI: State-ownedBharat PetroleumCorp Ltd (BPCL) has sought bids fromliquefied natural gas(LNG) suppliers for short-term import of the fuel to meet domestic demand.BPCL plans to import LNG from thespot marketto meet the deficit arising from fall in output from domestic natural gas fields. It wants to import LNG at Dahej terminal in Gujarat or at Kochi in Kerala.The company has called for Expression of Interest by May 2 for signing a Master Sales and Purchase Agreement with LNG suppliers.""BPCL\'s preferred mode of purchase of the spot cargoes would be through short notice tenders, which would be invited from panel of suppliers who have signedMSPAwith BPCL,"" it said in the tender document. ""BPCL may enter in to MSPA for a minimum period of five years.""LNG is natural gas that has been cooled to become liquid for ease of shipping. At the import site, it is reconverted into gas, a process called regassification.The eligibility criteria includes the applicant having a minimum annual turnover of USD 50 million and a networth of USD 25 million.Bids have been sought from producers/suppliers of LNG from any of the existing LNG supply plants or from those who have a valid Sales and Purchase Agreement with an entity having an LNG liquefication project without any delivery and destination restrictions.Suppliers who have traded at least 2 cargoes of capacity 75000 cubic meter each as spot cargoes or long term/short term of LNG during last one year or has an agreement with any existing LNG producer to market LNG on their behalf in India can also apply, the tender documents said.It is also open to buying LNG from a firm which owns or operates LNG import terminal in India.BPCL is equal promoter in Petronet LNG Ltd, which operates a 10 million tons a year import and regassification facility at Dahej in Gujarat and is building a 5 million tons terminal at Kochi in Kerala this year.The country is facing a fuel scarcity as gas production from the Reliance Industries\' eastern offshore KG-D6 fields dropped to about 17 million standard cubic meters per day this month from 63-64 mmscmd it had hit in March 2010.']"
BHARAT PETROLEUM CORP  LT,econominc-times,"['Markets', 'Stocks', 'Recos']",15-04-2013 10:32,['ET Now'],['Buy BPCL with a price target of Rs 395: Mitesh Thacker'],"['BPCL', 'Bharat Petroleum Corporation Ltd', 'et now', 'Technical Analyst', 'Mitesh Thacker', 'miteshthacker.com']",[],"['In a chat withET Now,Mitesh Thacker,Technical Analyst,miteshthacker.comshares his view onBharat Petroleum Corporation Ltd.ET Now: What is the call onBPCL?Mitesh Thacker:Buy Bharat Petroleum Corporation Ltd with a stop loss of Rs 375 and look for a price target of Rs 395.']"
