CompanyName,Source,Category,Date,Author,Title,Tags,Subtitle,Content
Cipla,econominc-times,"['Markets', 'Stocks', 'Earnings']",2013-02-06T18:47:00,['PTI'],['Cipla Q3 net up 25% at Rs 339 crore; Hamied to retire as MD'],"['Thomson Reuters', 'Net profit', 'Cipla', 'Drugmaker', 'Quarterly profit']",[],"['NEW DELHI: Drug majorCiplatoday posted 25.51 per cent increase in profit after tax at Rs 338.78 crore for the third quarter ended December 31, 2012, on the back of strong international and domestic sales.The company, which had posted a PAT of Rs 269.91 crore for the corresponding period of previous fiscal, said its long serving Chairman Y K Hamied will retire as Managing Director with effect from March 31, 2013 but will continue as its Chairman, Cipla Ltd said in a filing to the BSE.Net sales of the company rose to Rs 2,030.70 crore for the third quarter, as against Rs 1,711.47 crore for the same period of 2011-12 fiscal.""The board unanimously acknowledges the outstanding contribution of Hamied to the company over the past 52 years, and in deference to his wishes, has accepted his proposal to retire as Managing Director (MD) effective March 31, 2013,"" it said.Hamied, however, continues to be the chairman of the company in a non-executive role effective April 1, 2013, it added.For the third quarter ended December 31, 2012, the company said its domestic revenues grew by 10.2 per cent to Rs 957 crore as compared to Rs 869 crore for the same period of 2011-12 fiscal.""The growth in domestic revenues was largely on account of growth in anti-asthma, antibiotics and cardiovascular segments,"" the company said.The company\'s international revenues grew by 38 per cent to Rs 969 crore for the third quarter, as against Rs 702 crore for the same period of previous fiscal.""The growth in export revenues was primarily due to growth in anti depressants, anti-malarial, anti-retroviral and anti-asthma segments,"" it said.However, the company\'s exports of active pharmaceutical ingredients (APIs) fell by 16 per cent to Rs 137 crore for the third quarter, as compared to Rs 164 crore during the same period of 2011-12 fiscal.Shares of Cipla today closed at Rs 404.60 on the BSE, down 0.71 per cent from their previous close.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'Announcements']",2013-02-07T08:53:00,"['ByDIVYA RAJAGOPAL, ET Bureau']",['Grand old man of Cipla Yusuf K Hamied hangs his boots'],"['Yusuf K Hamied', 'Cipla', 'Amar Lulla', 'intellectual property', 'Frank Pieters']",[],"['MUMBAI: The grand old man of India\'s $25-billion drug industryYusuf K Hamiedhas decided to step down as managing director of Cipla, India\'s oldest pharma company, leaving behind a legacy which, even his critics admit, is hard to match. Hamied, who joinedCiplaat the age of 24, has had a fulfilling  at times, even adventurous  52-year stint in the company, influencing some far-reaching policy changes that often shaped public health in the country. ""We have a full-fledged management team in place: we have a CEO, we have a team in the US, Europe and Australia, so it\'s only right for me to allow youngsters to run the company. However, I still remain the chairman of the company, and will continue to take up all the fights (of patents andintellectual property),"" Hamied toldET.""It is a momentous day for us... Dr Hamied has guided the company this far. So, though he is stepping down, he will be around to be the social conscience of the company,"" said S Radhakrishnan, Cipla\'s whole-time director, who has spent 30 years with Hamied in the company. In the past year, Cipla has shaken up its management to meet the rapidly changing demands of the industry, and has blooded in youngsters into positions of importance.After the death ofAmar Lulla, it got in Subhanu Saxena as the CEO. In July, Cipla hiredFrank Pieters, ex-VP, Teva, to lead its European respiratory business. It has also inducted Kamil Hamied and Samina Vaziralli (children of MK Hamied).All these changes are reflected in the company\'s results. On Wednesday, Cipla said its net profit rose 26% toRs 339 crore in the Oct-Dec quarter from Rs 270 crore in the year- ago period.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'News']",2013-02-07T10:53:00,['ET Online'],['Brokerages downgrade Cipla on slower growth prospects; stock slips'],"['Cipla', 'BSE', 'pharmaceutical', 'brokerages', 'Y K Hamied', 'HSBC', 'CLSA']",[],"['NEW DELHI: Globalpharmaceuticalmanufacturing companyCiplaslipped over 2 per cent in early trade on Thursday after the company reported a 25.5 per cent rise in quarterly profit on Wednesday, but slightly missed street estimates as taxes surged.The company had posted a PAT of Rs 269.91 crore for the corresponding period of the previous fiscal. ""Our long-serving chairmanY K Hamiedwill retire as managing director with effect from March 31, 2013, but will continue as our chairman,"" Cipla said in a filing to theBSE.At 10:00 am, Cipla was trading 1.7 per cent lower at Rs 397.65. It has hit a low of Rs 393.90 and a high of Rs 400.05 today.Morgan StanleyandCLSAdowngraded their ratings on Cipla Ltd a day after the Indian drug maker reported a slower-than-expected rise in its October-December net profit.Morgan Stanley slashed its rating to \'equal-weight\' from \'overweight\', citing slower growth prospects on the back of limited drug launches, margin pressure and a higher tax rate. The investment bank also cut its price target to Rs 414 from Rs 437 earlier.CLSA cut its ratings on Cipla to \'underperform\' from \'outperform\', citing disappointing margins in the October-December quarter and expectations that its near-term earnings growth will be slower due a higher base.The brokerage firm has also lowered EPS estimates by 4 per cent for FY14 & FY15. CLSA says although they see core margins improving with favourable currency and increasing utilization of Indore SEZ, near-term earnings growth would be slower due to a high base.CLSA too cut its price target to Rs 415 from Rs 475 earlier.HSBChas also downgraded the stock to \'neutral\' from \'overweight\', but raised its target price slightly to Rs 450 from Rs 440 earlier.Other brokerage firms such UBS, BofA-ML and Jefferies maintain \'buy\' rating on the stock with the target price of Rs 470, Rs 442 and Rs 460, respectively.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'News']",2013-02-07T13:09:00,['ET Online'],"[""Cipla to underperform Sensex in next 30 days, recommend 'sell': Morgan Stanley""]","['Cipla', 'Sensex', 'BSE', 'Morgan Stanley', 'Market', 'pharmaceutical']",[],"['NEW DELHI: The share price of globalpharmaceuticalmajorCiplawill underperform the BSESensexin the next 30 days on account of lowered forecast/guidance, limited visibility of niche launch, lower operating margins and higher tax rates.""The above factors should lead to a deceleration in earnings growth going forward. We expect 8 per cent EPS CAGR for F14-15e compared to 28 per cent for the last two years,"" the bank said in a note.At 10:50 am, Cipla was trading 1.3 per cent lower at Rs 399.40. It has hit a low of Rs 393.90 and a high of Rs 400.05 in trade today.Morgan Stanleyadvises investors to book profits in the counter and has downgraded the stock to \'equal-weight\' with a target price of Rs 414.Drug major Cipla on Wednesday posted a 25.51 per cent increase in profit after tax at Rs 338.78 crore for the third quarter ended December 31, 2012. The Q3FY13 earnings were disappointing and came in almost 15 per cent below the estimate of Morgan Stanley.Morgan Stanley remains unsure of Truvada launch in 2013 and Dymista ramp up appears slow.Cipla has clocked a return of over 30 per cent in the year 2012 compared to a 26 per cent rise in the benchmark index. While for the year 2013 the stock has plunged nearly 4 per cent.""We advise investors to take profits on the stock and estimate that there is over 80 per cent \'highly likely\' probability for the scenario that the stock will correct further,"" the bank said.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'Earnings']",2013-02-08T10:54:00,"['ByKiran Kabtta Somvanshi, ET Bureau']",['New business model may put pressure on Ciplas earnings in short term'],"['Cipla', 'Ciplas earnings', 'us market', 'Teva', 'Lexapro', ""Cipla's business model""]",[],"[""After a stellar show in the quarter to September 2012, drug makerCipla's modest performance in the December quarter was disappointing. After four quarters of steady improvement, the company was expected to maintain its growth momentum, but its poor showing in the domestic market, which contributes half of the company's top line, led to growth rates being much lower than estimates.For Cipla, its net sales growth of 19% and operating margin of 24.3% are the lowest in the past three quarters. The stunted growth of 10% in the domestic market was in line with the weak growth of the industry in the quarter to December. Substantially lower sales ofLexapro, an exclusivity opportunity that Cipla shared withTevain the previous quarters, also led to a sequentially lower growth in its exports business.The company is in a transition phase with changes in its business model aided by induction of new talent in the company.Outside India, Cipla traditionally has been operating through marketing partnerships with manufacturing done in India. The company is changing this model and switching to the more conventional and lucrative model of creating its own frontends in the developed markets rather than relying on its partners.The company since this fiscal has started filing drug applications on its own, appointed senior professionals and set up subsidiaries in the key markets. It has filed five ANDAs (abbreviated new drug applications) in theUS markettill now. It is investing in ramping up the front-ends in the overseas market  which results in higher expenses in the near term, but would assure more long-term benefits. Consequently, as the company's management points out in the earnings call, the company's earnings profile will change from one of a consistent performer to one that is similar to most of its peers characterised by volatility in earnings due to exclusive opportunities.Investors must brace themselves for these changes. The management in the earnings call has maintained the guidance at a conservative 15% growth rate this fiscal.Cipla, in the first nine months of this fiscal, has grown its revenues 22%. Unless the company significantly underperforms in the current quarter to March, it is likely to exceed the targetted growth.""]"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-08T18:07:00,['ET Now'],['Cipla and other pharma companies to have good times: P Phani Sekhar'],"['Guess', 'stocks', 'Cipla', 'Good times', 'Angel Broking', 'Cipla Ltd.', 'P Phani Sekhar']",[],"['In a chat with ET Now,P Phani Sekhar, Fund Manager-PMS,Angel Broking, shares his views onCipla.ET Now: What is your call on Cipla?P Phani Sekhar:Well, the stock also rallied very sharply in the matter of three-four months. It almost got rerated both on the back of revival in its domestic business and also on how well it can do globally.With some disappointment in the domestic business, although the decline seems a little excessive, but Iguessthat the rerating in Cipla is here to continue till you see at least two quarters of more disappointment. So believers in Cipla can actually use this opportunity to accumulate the stock more, because I guessgood timesfor Cipla and the larger pharma pack here to continue for at least another four to six quarters.']"
Cipla,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-02-11T08:15:00,"['ByDIVYA RAJAGOPAL, ET Bureau']",['Cipla puts Medpro buyout on hold over valuation issues'],"['environment', 'malaria', 'Cipla', 'Medpro']",['Cipla decides to put on hold its $220-million acquisition plan of the third-largest South African drugmaker Cipla Medpro due to valuation issues.'],"['MUMBAI: India\'s second-largest drugmakerCiplahas decided to put on hold its $220-million acquisition plan of the third-largest South African drugmaker CiplaMedprodue to valuation issues.In November last year, Cipla had decided to buy 51% stake in Medpro, a move that could have given the Indian company access to the lucrative $3-billion African drug market.""The JV is on hold and Medpro has not accepted the bid,"" YK Hamied, chairman of Cipla, told ET. ""South Africa is not the only market for us to grow. Our new CEO will take a call on whether to proceed with the deal or not,"" added Hamied.Medpro, which bought all its bulk drugs from Cipla, has been embroiled in controversy over the past one year with the sacking of its CEO and founder Jerome Smith by the board for financial mismanagement. Smith, in turn, sued the company for not following best corporate governance practices.Also, since the time of the announcement of the deal, Medpro won large government contracts which prompted its board to seek a better valuation from Cipla. ""The deal seems to be hitting a rough patch with a changing marketenvironment(including management changes at Cipla Medpro and an unfavourable currency).""The deal closure may be delayed, or in an extreme situation, stalled,"" said a report from Avendus Securities. Over the past year, Cipla had been trying to expand its international operations and had even set up a team in key regulated markets like the US and Europe.The Indian company was trying to crack the prescription drug market in South Africa through Medpro products, which had a portfolio of central nervous system and respiratory drugs. However, analysts say that it\'s probably a good move by Cipla to put the deal on hold, especially in a market that\'s mostly dominated by AIDS andmalariadrugs.Typically, Indian drug companies have always been prudent in their buyout efforts and have stayed away from acquisitions that would have drained cash off their books. Just like Cipla, Sun Pharma, the largest drugmaker by market size, last week decided to scrap its plans to buy out the minority shareholders of its Israeli subsidiary Taro Pharmaceuticals, thus saving close to $600 million by aborting the deal.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-02-19T10:59:00,['ET Now'],['Buy Cipla with target price of Rs 395: Ashwani Gujral'],"['et now', 'Cipla', 'Ashwani Gujral']",[],"[""In a chat withET Now,Ashwani Gujral, ashwanigujral.com, shares his views onCipla.What is your call on Cipla?Cipla is a 'BUY' call with a target of Rs 395 and a stop loss of Rs 380""]"
Cipla,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-02-28T09:36:00,"['ByDIVYA RAJAGOPAL, ET Bureau']","['Cipla completes the Medpro deal, buys 100% stake in the South African company']","['South Africa', 'Medpro', 'Cipla', 'Morgan Stanley', 'Yusuf Hamied', 'Subhanu Saxena']",[],"['CiplaLimited (""Cipla"") announced an offer to the shareholders of Cipla MedproSouth AfricaLtd. (""Medpro"") to acquire 100% of the ordinary share capital ofMedprofor ZAR 10.0 per share (the ""Offer""). The Offer will be implemented via a scheme of arrangement (""Scheme"") and is subject to regulatory and other approvals including approval by Medpro shareholders.The Board of Directors of Medpro have unanimously resolved to support and facilitate Cipla\'s Offer and recommended to Medpro shareholders that they vote in favour of all resolutions required to implement the Scheme. The proposed acquisition will be made either directly by Cipla or by a subsidiary nominated by it and will be funded largely through internal accruals and will consider other alternatives, if required. The total consideration payable by Cipla is approximately $ 512 million or ZAR 4.5 billion.Speaking of the Offer, Cipla CEO Mr.Subhanu Saxenasaid: ""South Africa is an attractive emerging market with strong projected growth for generic drugs of approximately 14% per year for the next several years. This investment is aligned with Cipla\'s strategy to ascend the value-chain by managing a front-end sales force in a market outside India. Cipla and Medpro have enjoyed a long-standing symbiotic relationship spanning two decades. The deal enables Cipla to strengthen Medpro\'s position in the South African pharmaceutical market, support the optimisation of Medpro\'s manufacturing capability and support Medpro\'s expansion into collaboratively identified African markets.""Cipla Chairman, Dr.Yusuf Hamiedadded: ""This investment is aimed at further strengthening our commitment to South Africa and the broader African continent. Patients and the healthcare landscape will benefit both from Cipla\'s 77+ years of experience across products, technologies, dosage forms and Cipla\'s ethos of striving hard to provide greater access to medicine.""Morgan Stanleyis acting as exclusive financial advisor and Webber Wentzel is acting as legal advisor to Cipla in connection with this transaction.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-07T12:47:00,['ET Now'],['Buy Cipla with target price of Rs 398: Deepak Mohoni'],"['et now', 'Cipla', 'Deepak Mohoni']",[],"[""In a chat withET Now,Deepak Mohoni, Director, trendwatchindia.com, shares his views onCipla.What is your call on Cipla?Cipla is a 'BUY' call with a target of Rs 398 and a stop loss of Rs 378.""]"
Cipla,econominc-times,"['Markets', 'Stocks', 'News']",2013-03-08T06:19:00,['ET Bureau'],['Brokers Call: Espirito puts a buy on Cipla'],"['Cipla', 'Cipla Ltd.', 'BSE', 'NSE', 'Espirito Santo Securities']",[],"['Espirito Santo Securitieshas given a \'Buy\' rating onCiplawith a fair value of Rs 440. ""Cipla\'s proposed acquisition of Cipla Medpro (CMP) for $512 million, marks a significant shift in Cipla\'s export strategy and would also see it take control of its largest and fastest growing distributor, accounting for 8% of Cipla\'s revenues, or 1/3rd of its exports business. Based on our initial estimates, we estimate that the transaction will likely add between 7% and 9% to Cipla\'s FY14E EPS on a fully annualised basis (6.4% for 9MFY14E), with potential additional earnings accretion due to operational improvements at CMP. We estimate that India and SA will contribute >60% of FY14 revenues, so Cipla\'s business mix is now changing towards higher margin as well as an intrinsically higher RoE businesses,"" Espirito Santo said in a report.']"
Cipla,econominc-times,"['Industry', 'Healthcare/Biotech', 'Pharmaceuticals']",2013-03-11T16:19:00,['PTI'],['Cipla Medpro shareholder wants Cipla India to hike offer: Report'],"['Africa', 'BSE', 'Cipla', 'Cipla Ltd']",['JSE-listed Cipla Medpro is a South African affiliate of BSE-listed Cipla. The companies enjoy a long-standing business relationship spanning two decades.'],"['JOHANNESBURG: Sweet Consortium, which holds 18 per cent stake inCiplaMedpro, wants India\'sCipla Ltdto sweeten its offer price from the proposed R10 per share for acquiring SouthAfrica\'s third-largest generic drugmaker, according to a media report.""It is normal in deals of such a nature, particularly a 100 per cent buyout, to have a significant premium on the price at the announcement date,"" Peter Moyo, representing the Sweet Sensation consortium, told the weekly Business Times.JSE-listed Cipla Medpro is a South African affiliate of BSE-listed Cipla. The companies enjoy a long-standing business relationship spanning two decades.""The 100 per cent deal was announced when the share was trading at about Rs 9.50,"" Moyo was quoted as saying in the report.On February 28, Cipla Ltd informedBSEthat its Board of Directors have made a firm offer to the Medpro board to acquire 100 per cent of the ordinary shares of Medpro at a price of Rs 10.00 per share, and to settle all outstanding share options therein.At Rs 10 a share, Cipla\'s offer was 17 per cent more than the Rs 8.55 a share it had proposed in November 2012 for buying 51 per cent of Cipla Medpro.The total consideration payable by Cipla would be approximately $512 million at Rs 10 a share. Cipla intends to delist Cipla Medpro from JSE on successful completion of the transaction.Cipla had also said that its Rs 10 offer was at a 46.7 per cent premium on the value of Cipla Medpro\'s share price in May 2012, when speculation around the takeover bid first started.Moyo said there have been significant change since then, particularly the lucrative Rs 1.45 billion tender won by Cipla Medpro for the supply of anti-retroviral drugs to the South Africa government.""The BEE shareholders would like to be part of the future and we will be having discussions with Cipla India to see how we can deal with this,"" Moyo told the weekly.The Board of Directors of Medpro have recommended to its shareholders to vote in favour of the offer, Cipla had said.The Public Investment Corporation, which holds a 4.94 per cent BEE stake in Cipla Medpro, had earlier indicated that it was in favour of the buyout, the report said.Sweet Sensation 67 (Pty) Limited (Sweet Sensation), the group of thirteen BEE (black economic empowerment) consortiums that invested in Enaleni (now Cipla Medpro South Africa Limited) currently has an 18.4 per cent shareholding, Cipla Medpro South Africa website says.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-14T12:14:00,['ET Now'],['Sell Cipla with target price of Rs 372: Prakash Gaba'],"['et now', 'Cipla', 'prakash gaba']",[],"[""In a chat withET Now,Prakash Gabaof prakashgaba.com, shares his views onCipla.What is your call on Cipla?Cipla is a 'SELL' call with a target of Rs 372 and a stop loss of Rs 386.""]"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-15T11:05:00,['ET Now'],['Buy Cipla with a price target of Rs 399: Mitesh Thacker'],"['Cipla', 'Cipla Ltd', 'et now', 'Technical Analyst', 'Mitesh Thacker', 'miteshthacker.com']",[],"['In a chat withET Now,Mitesh Thacker,Technical Analyst,miteshthacker.com, shares his views onCipla Ltd.ET Now: What is your call onCipla?Mitesh Thacker:Buy Cipla with a price target of Rs 399 and look for a stop loss of Rs 384.']"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-18T15:28:00,['ET Now'],['Buy Cipla Ltd with a price target of Rs 400: Mitesh Thacker'],"['Cipla Ltd', 'et now', 'Cipla', 'Mitesh Thacker']",[],"[""In a chat withET Now,Mitesh Thackerof miteshthacker.com, shares his views onCipla Ltd.What is the call onCiplaLtd?Cipla Ltd is a 'BUY' call with a target of Rs 400 and a stop loss of Rs 384.""]"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-19T09:23:00,['ET Now'],['Buy Cipla Ltd with a price target of Rs 404: Mitesh Thacker'],"['et now', 'Cipla Ltd', 'Mitesh Thacker']",[],"[""In a chat withET Now,Mitesh Thackerof miteshthacker.com, shares his views onCipla Ltd.What is the call on Cipla Ltd?Cipla Ltd is a 'BUY' call with a target of Rs 404 and a stop loss of Rs 384.90.""]"
Cipla,econominc-times,"['Markets', 'Stocks', 'Recos']",2013-03-25T15:46:00,['ET Now'],"['We continue to like stocks like Cipla, Lupin: Sonam Udasi']","['Ranbaxy', 'stocks', 'Cipla', 'Lupin', 'IDBI', 'IDBI Capital', 'Sonam Udasi']",[],"['In a chat withET Now, Sonam Udasi, Head of Research,IDBI Capitalshares his view on pharma sector:ET Now: Pharmaceutical is the soft spot in the market, the most favoured one as well. You haveLupintouching fresh highs. What is the call with this sector and your specific ideas there?Sonam Udasi: Because our view in the market is on the bearish side, our portfolio construct is defensive in nature and pharma occupies a large portion of that so we continue to likestockslikeCipla, Lupin; among the midcaps Alembic and with the focus on the domestic guys where it is more visible and the growth is more measurable.We do not preferRanbaxyat these levels and we have a negative stance on Ranbaxy that said we continue to like anything that has visible cash flows because we think increasingly as the months go by, there is a risk of cash crunch that is faced with companies in the cap good space, on infrastructure space so investors will be well advised to look at these defensive names.']"
